OKPOCode;name
05820274;НАУЧ-ИССЛ ИН-Т МЕД.ЭКОЛ.ПРО;
09334493;Ф.Від.Промінвестбанку Красноармійськ;
09336411;КРЕД ЗАБ ЗА ПРИЙНЯТ ПЛАТЕЖI;
13639821;"ТОВ ""КОМПАНІЯ ""АЛЕКСАНДР""";
13687027;НВП ЕЛЕТЕР ТОВ;
13706380;"ВАТ ""РОСИЧ""";
13919868;"ТОВ МБВП - ФIРМА ""АКТIВ""";
14119265;"ВАТ ""МІКОН""";
14195438;"Виробничо-комерційна фірма ""Меркурій""";
14314311;"АТ ""ХIМТЕКСТИЛЬМАШ""";
19276182;"ТОВ ВКФ ""Ольф""";
19342878;IТАЛЬЯНО В УКРАIНI ЛТД, ТОВ СП;
20046671;"Представництво ""Острiен Ерлайнз""";
20267355;Днепрогидромаш АОЗТ;
20797153;"ТзОВ ""Омні Сфір Трейд""";
20929956;"АКБ ""ЧБРР""М.СIМФЕРОПОЛЬ";
21500646;ООО АУДИТОРСКАЯ ФИРМА АПИК;
21658366;"Hац.асоц.молочн.Укpаєни ""Укpмолпpом""";
21666051;КРЕДИТПРОМБАНК;
22629342;"ТОВ НПП ""Пакс""";
22924199;ТОВ АРТЕКС-94;
22937635;ПП `Лабораторiя Єрбiс`;
23477549;НДВП РЕКТИФІКАЦІЯ-ХІМТЕХ;
23750519;"Ф-Я N 6 ХАРК.АСУБ ""ГРАНТ"", СОЛОНІЦЕВКА";
23787244;Бердянське відд. Держказначейства;
24079791;ТОВ ІНКОСОФТ-ТЕЛЕКОМУНІКАЦІ;
24631372;УКРАЇНСЬКА ХВИЛЯ ЗАТ;
24912059;ТОВ `Фруктовий будинок`;
25376781;МЕТАЛПРОМСЕРВИС , ООО НПП;
25533002;"ТОВ ПМТП ""СПЕЦСНАБ""";
25585987;ТОВ ПРОМ.ЗАСОБИ ІНДІВІД.ЗАХИСТУ;
25985439;"СГП""Iзабелла"" IЗПР Укр.Академiї АН";
26247593;"ПЛАТЕЖИ ФИЗ.ЛИЦ(ОТД.№ 13 ИФ ОАО ""МТБ"")";
26300478;"Ф-Я АКБ ""РАЙФФАЙЗЕНБАНК УКРАЇНА"",МИКОЛ";
26364113;Коммунальные платежи;
30059069;`ЧИСТА ВОДА`ТОВ з іноз.інвест.;
30150542;"ТОВ ""ТРИПІЛЬСЬК КОЛОТА ЦЕГ""";
30328633;ЧММП Графская пристань;
30525395;"ТОВ""РА""Просперит""";
30623431;"ТОВ ""НВО СКТМ-ХХI вiк""";
30624220;"ТОВ ""ТОРГОВИЙ ДІМ ККПК""";
30677597;"ООО""СИHТЕЗ-К""";
30746089;КАСКАД ООО;
30884536;"АОЗТ ""Новый Стиль-Украина""";
30958370;"ТОРГОВИЙ ДІМ МЕТИЗИ"" ТОВ";
30970749;"ДП ""Споpтмастеp-Укpа#на""";
31005020;ОПТОВИК, ООО;
31011358;"ЗАТ НВП ""Технiчне бюро кадастру""";
31056650;"ТОВ ""СУГАНТ""";
31384882;ЭЙС-УКРАИНА ООО ИИ;
31448736;ЧЕРКАСЬКЕ, ДДСП Ч IАПВ УКР.ААН;
31793632;ДИСТРИБУТОРСЬКА МЕРЕЖА ООО;
31905419;"ТОВ ""Медіна""";
31907510;"ЗАТ ""Білоцерківський ювелірний завод""";
31963910;"ТзОВ ""ПОЛIВАРМ""";
32058664;Актопус ТОВ;
32119543;"ТОВ ""КАРДІАЛ""";
32131555;"ООО  ""Белокаменские огнеупоры""";
32251348;`ОРАНДЖ УКРАЄНА`ТОВ;
32251718;"ТОВ""Кепітал Ріал Істейт""";
32296829;"ООО ""ПП ""ВОСХОД""";
32339338;ТОВ Ново-Водолажський м. жир. комбинат;
32382823;"ТОВ ""Паркет Центр Холл""";
32398241;ООО КОМПАС ИНТЕЛЛЕКТ;
32440612;"ТОВ ""Південний завод гідравлічних маши";
32451404;ЗАТ З-Д ОПАЛЮВАЛЬНОЇ ТЕХНІКИ;
32594036;"ТОВ ""ІНТ ВЕСТ ВІДЕО""";
32798254;"ТОВ ""ТРО""ММС""";
33008567;"ТОВ ""МІСК-ІНВЕСТ""";
00013238;НАЦІОНАЛЬНИЙ ОЛІМП КОМІТЕТ УКРАЇНИ;
00136544;НГВУБОРИСЛАВНАФТОГАЗ,ВАТУКРНАФ;
00186513;СТАХАНОВСКИЙ З-Д ФЕРРОСПЛАВОВ ОАО;
00194694;ВОЛЬНОГОРСКИЙ ГГМК ,ДП;
00278801;"ВАТ ""ЖЦПК""";
00293083;ВАТ`ХЗIАМ`;
00308732;"ОАО ""КРАМО""";
00309275;ВАТ ВЕРЕТЕНО;
00310261;АТ Фабрика пластмасових виробів;
00377163;"ВАТ ""ЛУЦЬК ФУДЗ""";
00383120;ВАТ Кримтабак;
00413989;"ВАТ ""РАДСАД""";
01553770;"ВАТ "" ПОЛТАВАХОЛОД ''";
01898233;ПІД-ВО УКР НАУКОВО ДОСЛІД ІН-ТУ МЕДИЦ;
01982146;Дунайська басейнова лiкарня;
02763794;ОЩАДБАНК N 6707, комун. платежи;
02779364;"ТОВ ""Красногр.овочева ф-ка""";
04805918;Харьковский метрополитен;
06733117;"БНВ кооп.фiрма ""Hаука""";
09304351;"Ф-Я ""ВІД.ПІБ В М.СТАХАНОВ ЛУГ.ОБЛ.";
09323213;"Ф.""ВІД.ПІБ М.ОЛЕКСАНДРІЯ КІРОВОГРАД.""";
09351356;КРЕДІТ.ЗАБОРГ.ЗА ПРИЙН.ПЛАТ;
13390787;"ТОВ ""СХIДНА УКРАIНА""";
13419404;УКРМЕХАНОБР гос.пр.;
13498220;"КМП ""ТРИПЛЕКС""";
13514887;ДОН НП ЧМП СТАЛЬ;
13568630;"ЗАТ ""Житомирремхарчомаш""";
14057601;ТОВ НВП .Фактор.;
14256766;"ТОО HВФ ""ТЕHЗОP""";
14373271;Державна органiзацiя 'Комбiнат Зiрка';
19124650;"ПП "" Политокс """;
19170182;ОКТА'\ТЗОВ ЛТД;
20153970;"ООО НПП ""Индекс""";
20302909;БЮРО-М ООО;
20303441;СПЕЦТЕПЛОТЕХНИКА ООО ПП;
21133352;КЗ за прийнятi платежi Шевч.;
21227144;ТОВ фірма .HИHВА.;
21297665;СЧМШ `ЮВЕHТА`;
21865342;НТВ ИНТЕРПРАЙСИЗ ООО;
22063975;"ТОВ ""Замкове""";
22187714;ТЕЛЕКОМПАНIЯ РАI,ПП;
22900551;ЗАТ КОНВІ;
23664659;"ЧП ""ПСП СЕВАСТОПОЛЬСКИЙ ОТРЯД ПОДВОД";
23733900;"ТОВ ""АТЗТ Компанія ""Сатурн Дейта Інтер";
24165059;Новоазовське РВДК;
24474872;"ЗАТ ""СПЕЦІНЖНАЛАДКА АСУ""";
24615640;"ТОВ М'ЯСОКОМБIНАТ ""ЮВIЛЕЙНИЙ""";
24793778;"ОАО ""Николаевхлеб""";
24946176;ОКСАМИТ ООО ПКП;
25160704;"Асоцiацiя ""Полтавахлiб""";
25469821;"АКП ""МIЖНАРОДНИЙ АЕРОПОРТ ХАРКIВ""";
26353084;"ДФ ТОВ "" Укрпромбанк"" м. Донецьк";
26419995;"ДЦПГТС ""УкрВОДГЕО""";
30100829;"ООО ""ЛЕКАМ-АКВА""";
30113817;"ТОВ""Укрізрамеблі"",";
30360111;"ЧНПП "" Тех-Аспект";
30440720;"ЗАТ ""Ідеалуче""";
30505735;"ТОВ ""ЗОЛОТІ СТОРІНКИ ЗАПОРІЖЖЯ""";
30564130;КОМТЕХ,ЛТД ООО;
30572843; ДЕФОРМАЦІЙНІ ТЕХНОЛОГІЇ  ТОВ НВП;
30654119;"ТОВ ""Вирiй""";
30705409;ТОВ Торговий дім 'Логос';
30838043;"КОРПОРАЦIЯ ""ВЕРIТАС""";
31059007;"ЗАТ""ІНС-Т РОЗВИТКУ ПЕРЕДОВ.ТЕХНОЛОГІЙ""";
31247524;Донецк-кабель ООО;
31256654;"ПНВП ""СТАPЗ""";
31438686;"СП у формі ТОВ ""ЕКСПОГАЗ""";
31460989;"ТОВ ""ДІСТРІБЮС'ОН СПОРТІВ""";
31464559;"ООО""СВ-Интернешнл""";
31477814;"ТОВ ""Київ Град """;
31560032;ТЕПЛОЭНЕРГОМАШ ДП НПФ ИНТЕРТРЕЙД ГР;
31560137;УКРНАФТОЕКОТЕХНОЛОГIЄ ТОВ;
31776638;ТОВ `Фараон`;
32078277;"ООО ""ММЦ""";
32123172;ООО ТОРГОВЫЙ ДОМ ДОНСПЕЦРЕСУРС;
32133421;ПП ДI ОЛI;
32137672;УКРАИНСКАЯ ПРОДОВОЛЬСТВЕННАЯ ГРУППА;
32161160;IТК;
32204785;ТОВ ` ДахСервiс`;
32294439;"ООО""ПО Феод.табачная фабрика""";
32312761;АВТОТУР,ТОВ;
32461721;"ПП ""ОЛIЯР""";
32491075;"ТБ""Українська Ф'""ючерсна Біржа""";
32652485;"ТОВ ""ТЕРМЕКС""";
32702132;"ТОВ ІІ ""Рубін-компані""";
32704695;"ТОВ""Журнал""В Свiтi спецслужб""";
32849392;`ЛАРДАН` ТОВ;
32854423;"ТОВ ""Музичний Рух""";
00013008;Асоціація стоматологів  України;
00195452;"ВАТ ""АЗОКМ""";
00290676;ЖИТОМИРС К-Т СIЛIКАТНИХ ВИРОБIВ,ВАТ;
00293551;ОАО ЛИТЕЙНЫЙ З-Д     МАГМА;
00308146;КВТВП КИЇВ;
00413009;Совхоз-завод им 1 Мая;
00444429;"ВАТ ""ВІННИЦЬКИЙ МІСЬКИЙ МОЛОЧНИЙ ЗАВО""";
01412839;ДЕДЗЗМ ВАТ;
01432150;Пiвденукргеологiя Казенне пiдпр.;
01530125;ФIЗИКО-ХIМ.IНСТИТУТ ЗАХИСТУ НАВК.СЕРИД;
02497921;"АТ ""ДІПРОМІСТ""";
02760399;ПРИМОРСЬКЕ ВОБ 5360;
02763765;"ВЕЛИКО-МИХ. ВІД. ВАТ""ДЕРЖ.ОЩ.БАНК УКР""";
04059929;ГОЛОПРИСТАНСЬКАаМIСЬКАаРАДАа(МБ);
04689352;МеханобрчорметВАТ НДПІ;
04856146;Керченский морской технол.институт;
09805194;Укрексімбанк м.Ужгород;
13668596;"ДП ""Укренергоналадкавимірювання""";
13674102;"ВАТ ""КРОНОС""";
13892520;"МП ТОВ""ОДЕСЕЛЕКТРОПАСТРАНС ЛТД""";
14308894;ХДАВП;
14310566;ГП НИИКА;
14338168;"УАСП ІІ ""ВЛАДА-ПРОМТЕКС""";
14360340;"ТОВ ""УКРШТРИХКОД""";
19016995;"ВТП ТОВ ""САПСАН-ІНДСЕРВІС""";
19440291;АОЗТ ПОЖТЕХНИКА АОЗТ;
20475550;ЗЕНIТ, ТОВ;
20577954;Розрахунки за приняті платежі від на;
20830755;ТЗОВ ГАЛСОФТ-СЕРВІС;
20841575;"ТОВ""Реноме""";
20937097;Кред.заб.по пл. клiєнтів;
21568727;"ЗАТ ""ГОЛДЕН ГЕЙТ БIЗНЕС""";
22036056;"ООО ""Спартс-ЛТД""";
22514550;"ГВП""Веселка""";
22649344;"АТ ""Концерн АВЕК та Ко""";
22942530;ДАЙВЕР,ТОВ;
22960901;`Атілла-ЛТД`ТОВ;
23151188;УКРАИНСКИЕ РАДИОСИСТЕМЫ ЗАО;
23189879;ДОНЕЦКАЯ ИНЖИНИРИНГОВАЯ ГРУППА ЗАО;
23321801;ФИЛИАЛ 4 БАНКА ГРАНТ;
23802021;ПП НТЦ ЛIТОСФЕРА;
23852438;"Приватне п-ство ""ДЕЛО""";
23879294;"ВАТ ""ЕРКО+ЗАПОРIЖЖЯ""";
24153665;КТ.ЗАД.ПО ПЛАТЕЖАМ НАСЕЛЕНИЯ;
24347168;"ООО ""ПРОДИНВЕСТ""";
24359548;ПП ЕЛТЕКО-УКРАЇНА-РОСЬ;
24377666;СIНМЕДIК ЛТД ТОВ;
24518894;ТОВ `Корпорація`Арсенал`;
25103132;ЗАО`ПКФ `Амплитуда`;
25277777;"ЗАТ ""РАННIЛА КUЇВ""";
25288002;"ДП""РЕСТОРАН КОНКОРД""";
25391898;ЮСТУС ПЛЮС ДП;
25403839;СЧЕТ БАНКА;
25636354;ТОВ Текіла Хаус;
30206141;ТЕЛЕРАДИОКОМПАНИЯ-МИР,ООО;
30251000;"ЧП ""АБРИС""";
30386480;"ТОВ НВП ""ТехноМет""";
30436651;"ТОВ ""Нова""";
30520123;ПП Скаєр;
30596651;ООО ЛУГ-ИНФО-КОНСАЛТ;
30603957;ДП Міміно;
30609417;"Тзов ""Куверт-Украіна""";
30715684;ВКПП *КОСТОПІЛЬ МАРГАРИН.ЗАВОД*;
30855451;"ТОВ ""Континент""";
30987595;"ТОВ ""ФРIЗ""";
31040077;МЕДИЦИНСКИЙ ЦЕНТР АРНИКА,ЧП;
31206116;ООО АРКСЭЛ;
31238986;ТОВ Голден Паб;
31293151;"ТОВ ""Зооветеринарний центр""";
31326574;"ФГ ""Дунай""";
31354638;"ЗАО""Издательский дом""Княгиня Ольга""";
31406020;ТОВ `Прод-Норд`;
31452737;ТОВ МБТ-Сервіс;
31596121;РОВIС ТОВ ВП;
31729457;"Корпорація ""ЕкоЛан""";
31865942;"ТОВ ""С1Д1КОМ""";
32234411;"ТзОВ ""Бpама""";
32234448;"ТЗОВ ""ЛАМЕЛА""";
32277518;ВЛАД ТОВ;
32316457;"ПСГ ""ИНТОСТРОЙ""";
32323438;"ЧП ""БЬЮТИ-ЦЕНТР""";
32385630;"П ЗІ 100% ІНОЗ.КАПІТАЛОМ ""БРАМА-КОНСАЛ";
32553047;"ТОВ ""ЕКОКОМIНВЕСТ""";
32582570;"ООО ""АЛЬТКОМ""";
32597079;ТОВ МПЮФ ДІЛ-КОНСАЛТ;
32665227;МСКОТОВ;
00158652;"ВАТ ""IВП ""ВНIПIтрансгаз""";
00182863;"ВАТ ""ЖИТОМИРСКИЙ МАСЛОЗАВОД";
00211369;"ВАТ ""ОЛЕКСАНДРIЙСЬКА Ф-А ""ВIРА-СЕРВIС""";
00217857;"ВАТ ""Рефма""";
00223800;"ОАО ""ПНЕВМАТИКА""";
00306756;"ВАТ ""ВАТФАРМ""";
00376366;"ДП АТ ""Київхліб"" РМК";
00424444;"ВАТ ""Лiтинський молокозавод""";
02011947;I-Т ЕПIД.IНФ.ХВ.IМ.ГР.АМНУ;
02762731;СОКАЛЬСЬКЕ ВІДДІЛЕННЯ  ОЩАДБАНКУ Плате;
03534601;ФIЗИКО-ТЕХН.IН-Т НИЗЬК.ТЕМПЕРАТУР НАНУ;
03759079;СООО ДРУЖБА НАРОДОВ;
04012193;ОАО КОМБИНАТ СТРОЙИНДУСТРИЯ;
05467926;"IНОВАЦIЙНИЙ ЦЕНТР ""ТЕМП""";
05761258;ОАО З-Д ХИМИЧЕСКИХ РЕАКТИВО;
05763642;СКМЗ, ОАО;
08680879;ПРЕД-ТИЕ АЛЕКСЕЕВ.ИСПРАВ.КОЛОНИИ N 25;
09334145;КОММУНАЛЬНЫЕ ПЛАТЕЖИ НАСЕЛЕ;
13526146;"ЧМВП ""Крам""";
13657552;"ТзОВ МНВЦ ""Епсілон""";
13834103;"ТзОВ НВФ ""Дока""";
13865196;АКРО, НПП ООО;
14238254;"ТОВ ""СЕНСОР""";
14299913;Укр-канадське СП `Везувіо ЛТД`;
14308569;"ВАТ ""БІЛЬШОВИК""";
14336028;ТОВ  'СIМЕБ';
14361598;"КФ АТ "" Кредит Банк (Україна)""";
16291318;"ТОВ""Київавiапроект""";
16308527;"ДЕРЖАВНЕ НВП ""IКС""";
19212785;"СЕЛЯНСЬКЕ(ФЕРМЕРСЬКЕ)ГОСП-ВО""ВОСХОД""";
19355912;"ТзОВ СП ""Домен""";
19371880;"ООО""РЕСТ-КОМПАHИ""";
20015529;"АКБ ""ЗОЛОТI ВОРОТА"" М. ХАРКIВ";
20021814;Платежі фіз.ос.;
21023005;"ТОВ ""АЛЬЯНС""";
21580639;"ТОВ ""КОМ.ІНДУСТРІАЛЬНИЙ БАНК"", М.КИЇВ";
21763334;"ООО ""АТЛАНТ-ЛТД""";
21794412;Кредит.з-ть по прин. платежам;
21974396;"ЧП ПП ""Экспресс""";
22087869;"ФАБ ""АЖІО"" У М.СВАЛЯВА ЗАКАРПАТ.ОБЛ.";
22524376;ПIРАМIДА,ТОВ;
22794058;"ДП ""Райдуга""";
23299272;"ООО "" ВЕРЕС""";
23436444;"ООО ""КОМПАНИЯ ""ПРАВОВОЙ АЛЬЯНС""";
24309647;"ЗАТ""УАСК АСКА-Життя""";
24347932;"ПП ""КОНС""";
24747436;`ФОНДОВА ГРУПА`ТОВ;
24753000;"ХЕРСОНСЬКА Ф-Я АКБ ""МТ-БАНК""";
24821457;Фiзичнi особи;
25389051;"ЮФ ""IН ЮРЕ""";
25421352;"ТОВ ""МОРСЬКИЙ ТРЕНАЖЕРНИЙ ЦЕНТР""";
25894576;"Фiлiя Банку ""Фiнанси та Кредит"" ТОВ у";
25909467;Луцька філія АКБ `МРІЯ`;
26120084;"ТзОВ КБ ""ВОЛОДИМИРСЬКИЙ""";
26282993;Краснокут.аНДЦаi-туасадiвництвааУААН;
30223848;"ТОВ ""Автосоюз""";
30365130;"ТОВ ""ПКФ АРОЗА """;
30400866;IНТЕРСТРАДА ТРЕЙД,ТОВ;
30431695;КОРПОРАЦИЯ КОРПОРАЦИЯ ВЭЭСВИ;
30512281;НПК ВОСТОЧНАЯ УКРАИНА, ООО;
30541710;КИКИ '' ЛИГМА'';
30675977;"ТОВ ""СПЕЦ. ПІДПРИЄМ. ""ГОЛОГРАФІЯ""";
31031725;"ТОВ ""Сучаснi електроннi технологiє""";
31168041;"ТОВ ""БАГАЙ""";
31185479;"ТОВ УВКК ""ВІТЯЗЬ""";
31197699;IНФРА-СЕРВIC АКВА ТОВ;
31242615;ЗАТ `АТМ Сервіс`;
31265014;ТЕХНА;
31296429;"ПП ""ПIВДЕНБУД""";
31356189;"ТОВ ""ГАЗІМПЕКС""";
31514756;"ЗАТ ""ДАВIКОН""";
31635301;"ТОВ фірма ""ВЕСТА""";
31639484;ТОВ ФIРМА `АВТОТЮНIНГ`;
31659579;"ТОВ З ІІ ""АДВІЛ""УКРАЄНСЬКО-АМЕРИКАНСЬК";
31793260;ТОВ РИСОВИЙ ПРОЕКТ;
31815336;ТОВ `НВК КЛІМАТ`;
31860305;"ПП""КОМАНДОР-ЦЕНТР""";
31959328;ФАКТОР ООО;
31999711;"ДП""Редакція бюлетеня""Вісник держ.закуп";
32161401;"ТОВ ""Таверна""";
32306941;"ТОВ ""Дн1про-1нвест""";
32379187;ТОВ УКРАЇHА-СЕРВIС;
32423324;"ТОВ""МАРАКЕШ""";
32593598;"ЗАТ СК ""Столиця""";
32620961;"ТОВ ""СПЕЦЕНЕРГО""";
32671293;"ТОВ""ПЛАСТЕК УКРАЇНА""";
00039019;Кредит.заборгов.за прийнятi платежi(iн;
00153407;"ОАО ПКТИ ""ГАЗОАППАРАТ""";
00205104;ЧЕРК.ДЕРЖ.ЗАВОД ХІМРЕАКТИВІВ;
00217426;"ВАТ БМЗ "" ПРОГРЕС""";
00276044;ДП `УкрНДІМОД`;
00308264;"КВТФ ""КРОКУЛЬ""";
00309967;КРАСЕНЬ ЗАО;
00373391;"ВАТ ""Шепетівський цукровий комбінат""";
01043342;"ТОВ ФIРМА""Доля I КО ЛТД""";
01073828;ДП Придніпровська  Залізниця;
01181535;УНДІРТ;
02010669;ВIН.НАЦ.МЕДУНIВ.IМ.ПИРОГОВА;
02219955;"КУ""ОЗП загал.держ.зн";
02789569;Расчеты за принятые платежи от населен;
02827212;Транзитний для платежів інших;
04012170;"ВАТ ""ЖУЛЯНИ""";
04310507;ВАТ *ПОЛ1ССЯХЛ1Б*;
04671406;"Рас.ЗАО ЛСП ППА и ОС ""Спецавтоматика""";
04825950;"ООО ""ИНСТИТУТ ШЕЛЬФ""";
05493562;IН-Т СЕРЦ-СУД.ХIРУРГIЄ АМНУ;
09303191;"Ф.""ВІД.ПІБ В М.КОВЕЛЬ ВОЛИНСЬКОЇ ОБЛ.""";
13300531;"ТОВ ""ВВІКО""";
13378697;ПИГМЕНТ,ОАО;
13503866;"ООО НПФ "" МЕГА""";
13542109;ООО НТЦ ЗАЩИТА ДЫХАНИЯ;
13569115;"ТОВ""ТЕХНОСФЕРА УКРАЇНИ""";
13739652;"ПФ ""Еднiсть""";
13933348;ОБОД,СП;
14173804;"Кам.-Под.від.Дунаєв.ф-ї АБ ""Укоопспілк";
14279804;ТОВ НВП `Тексма`;
14311181;"ВАТ КИIВ З-Д ""АНАЛIТПРИЛАД""";
16477158;"ТОВ НВЦ""Антей-ЛТД""";
18093485;"ТОВ ""ЕДВА""";
19175512;"НВ ЗАТ ""Плесо""";
19387792;"Ф.""ВІД.ПІБ В М.ДИМИТРОВ ДОНЕЦЬКОЇ ОБЛ.";
20014843;Укp-амеp.п-оТОВ Імпульс,ЛТД;
21657827;"Благод.ф-д ""Тов-во ""Приятелі дітей""";
22156576;ЕФЕС, ТОВ;
22364091;"ПІІ ТЗОВ ""АКВА-ЕКО""";
22584616;"ТзОВ ВСП ""Дубнозаготпром""";
22607369;ВАТ Укрексімбанк,філія м.Тернопіль;
22890980;`БУДIВНИЦТВО ТА ЕКОЛОГIЯ` IБК ТОВ;
22899567;"ТОВ ""IСТОКИ""";
22900497;"БЦКТ "" МИКРОТЕК """;
23431197;"ОАО НПП "" ТЕХМЕТ""";
23647276;"ТОВ ""ЮНIКОН ЛТД""";
23779306;"ООО""Облпромэнергокомплекс""";
24334088;ТОВ СП МОНIС;
24582366;"ЗАТ ""Тpанс Оіл""";
24779442;Транзитные платежи от физ.лиц;
24928899;"ТОВ НВП ""IНДРIС""";
25470586;"НПКП""МЕХАНІКА""";
25768096;КРЕД ЗАБОРГ ЗА ПРИЙН ПЛАТЕЖI;
26222078;"КФ В М.ДОНЕЦЬКУ ЗАТ КБ""ДОНКРЕДИТІНВЕСТ";
30114318;"ТОВ ""ФОЛГАТ ФТК""";
30127112;"ТОВ ""КОРПОРАЦІЯ""АЛГРІ""";
30185331;ТОВ АГРОКОНСАЛТ;
30189032;"ООО""Банкомсервис ПЛ""";
30231670;"ТОВ ""КПРС""";
30256632;"ТОВ ""ПАЛЕ-АРТ""";
